SKU,ISO_Week,Sales,Season,Promotion
SKU_101,2018-01,0.0,0,0.0
SKU_101,2018-02,0.0,0,0.0
SKU_101,2018-03,0.0,0,0.0
SKU_101,2018-04,6988.0,0,0.0
SKU_101,2018-04,6988.0,0,0.0
SKU_101,2018-05,6743.0,0,0.0
SKU_101,2018-06,4112.0,0,0.0
SKU_101,2018-07,5732.0,0,0.0
SKU_101,2018-08,7098.32,0,0.0
SKU_101,2018-09,5559.0,1,0.0
SKU_101,2018-10,5381.0,1,0.0
SKU_101,2018-11,11709.0,1,1.0
SKU_101,2018-12,10410.0,1,1.0
SKU_101,2018-13,10211.0,1,1.0
SKU_101,2018-14,10378.0,1,1.0
SKU_101,2018-15,10012.0,1,1.0
SKU_101,2018-15,10012.0,1,1.0
SKU_101,2018-16,10178.0,1,1.0
SKU_101,2018-17,11316.0,1,1.0
SKU_101,2018-18,7098.32,1,0.0
SKU_101,2018-19,11384.0,1,1.0
SKU_101,2018-20,10470.0,1,1.0
SKU_101,2018-21,5471.0,1,0.0
SKU_101,2018-22,4874.0,1,0.0
SKU_101,2018-23,6746.0,2,0.0
SKU_101,2018-24,10777.0,2,1.0
SKU_101,2018-25,3730.0,2,0.0
SKU_101,2018-26,11159.0,2,1.0
SKU_101,2018-27,6568.0,2,0.0
SKU_101,2018-28,4915.0,2,0.0
SKU_101,2018-29,7098.32,2,0.0
SKU_101,2018-30,7098.32,2,0.0
SKU_101,2018-31,4579.0,2,0.0
SKU_101,2018-32,6780.0,2,0.0
SKU_101,2018-33,3648.0,2,0.0
SKU_101,2018-34,3036.0,2,0.0
SKU_101,2018-35,3425.0,2,0.0
SKU_101,2018-36,4979.0,3,0.0
SKU_101,2018-37,3115.0,3,0.0
SKU_101,2018-38,3722.0,3,0.0
SKU_101,2018-39,6545.0,3,0.0
SKU_101,2018-40,6699.0,3,0.0
SKU_101,2018-41,6412.0,3,0.0
SKU_101,2018-42,4740.0,3,0.0
SKU_101,2018-43,4341.0,3,0.0
SKU_101,2018-44,5363.0,3,0.0
SKU_101,2018-45,12120.0,3,1.0
SKU_101,2018-46,3314.0,3,0.0
SKU_101,2018-47,4673.0,3,0.0
SKU_101,2018-48,12376.0,3,1.0
SKU_101,2018-49,14853.0,0,1.0
SKU_101,2018-50,12447.0,0,1.0
SKU_101,2018-51,12247.0,0,1.0
SKU_101,2018-52,13679.0,0,1.0
