SKU,ISO_Week,Sales,Season,Promotion
SKU_101,2018-01,0.0,0,0.0
SKU_101,2018-02,0.0,0,0.0
SKU_101,2018-03,0.0,0,0.0
SKU_101,2018-04,0.5108560567292931,0,0.0
SKU_101,2018-04,0.5108560567292931,0,0.0
SKU_101,2018-05,0.49294539074493754,0,0.0
SKU_101,2018-06,0.30060676950069454,0,0.0
SKU_101,2018-07,0.4190364792748008,0,0.0
SKU_101,2018-08,0.5189209737553915,0,0.0
SKU_101,2018-09,0.4063893559470722,1,0.0
SKU_101,2018-10,0.3933767088237445,1,0.0
SKU_101,2018-11,0.8559836245339573,1,1.0
SKU_101,2018-12,0.7610205424373128,1,1.0
SKU_101,2018-13,0.7464726953724689,1,1.0
SKU_101,2018-14,0.7586811901454785,1,1.0
SKU_101,2018-15,0.7319248483076248,1,1.0
SKU_101,2018-15,0.7319248483076248,1,1.0
SKU_101,2018-16,0.7440602383215148,1,1.0
SKU_101,2018-17,0.8272534541998685,1,1.0
SKU_101,2018-18,0.5189209737553915,1,0.0
SKU_101,2018-19,0.8322245778200161,1,1.0
SKU_101,2018-20,0.7654068279845019,1,1.0
SKU_101,2018-21,0.39995613714452816,1,0.0
SKU_101,2018-22,0.35631259594999637,1,0.0
SKU_101,2018-23,0.493164705022297,2,0.0
SKU_101,2018-24,0.7878499890342862,2,1.0
SKU_101,2018-25,0.2726807515169238,2,0.0
SKU_101,2018-26,0.815776007018057,2,1.0
SKU_101,2018-27,0.48015205789896925,2,0.0
SKU_101,2018-28,0.3593098910739089,2,0.0
SKU_101,2018-29,0.5189209737553915,2,0.0
SKU_101,2018-30,0.5189209737553915,2,0.0
SKU_101,2018-31,0.33474669200964985,2,0.0
SKU_101,2018-32,0.49565026683237084,2,0.0
SKU_101,2018-33,0.2666861612690986,2,0.0
SKU_101,2018-34,0.2219460486877696,2,0.0
SKU_101,2018-35,0.2503837999853791,2,0.0
SKU_101,2018-36,0.36398859565757735,3,0.0
SKU_101,2018-37,0.22772132465823527,3,0.0
SKU_101,2018-38,0.2720959134439652,3,0.0
SKU_101,2018-39,0.47847064843921344,3,0.0
SKU_101,2018-40,0.4897287813436655,3,0.0
SKU_101,2018-41,0.4687477154762775,3,0.0
SKU_101,2018-42,0.34651655822794064,3,0.0
SKU_101,2018-43,0.317347759339133,3,0.0
SKU_101,2018-44,0.39206082315958773,3,0.0
SKU_101,2018-45,0.8860296805322027,3,1.0
SKU_101,2018-46,0.24226917172307919,3,0.0
SKU_101,2018-47,0.34161853936691283,3,0.0
SKU_101,2018-48,0.9047444988668762,3,1.0
SKU_101,2018-49,0.5189209737553916,0,1.0
SKU_101,2018-50,0.9099349367643834,0,1.0
SKU_101,2018-51,0.8953139849404197,0,1.0
SKU_101,2018-52,1.0,0,1.0
SKU_102,2018-01,0.47273394495412846,0,0.0
SKU_102,2018-02,0.47273394495412846,0,0.0
SKU_102,2018-03,0.47273394495412846,0,0.0
SKU_102,2018-04,0.04954128440366973,0,0.0
SKU_102,2018-05,0.9100917431192661,0,0.0
SKU_102,2018-06,0.7541284403669725,0,0.0
SKU_102,2018-07,0.5119266055045872,0,0.0
SKU_102,2018-08,0.4935779816513762,0,0.0
SKU_102,2018-08,0.4935779816513762,0,0.0
SKU_102,2018-09,1.0,1,0.0
SKU_102,2018-10,0.6018348623853211,1,0.0
SKU_102,2018-11,0.671559633027523,1,0.0
SKU_102,2018-12,0.0,1,0.0
SKU_102,2018-13,0.09174311926605505,1,0.0
SKU_102,2018-14,0.09174311926605505,1,0.0
SKU_102,2018-15,0.09174311926605505,1,0.0
SKU_102,2018-16,0.09174311926605505,1,0.0
